rank,uri,artist_names,track_name,source,peak_rank,weeks_on_chart,streams,country
179,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,Miserable Music Group LLC,115,14,29047,Corée du Sud 
180,spotify:track:0HsRZwZzHoZ5AM5W2ZYI5c,BIG Naughty 10cm,Beyond Love (Feat. 10CM),H1GHR MUSIC RECORDS,2,67,29015,Corée du Sud 
181,spotify:track:38MKW2tQHtyO8djIOKlEFF,(G)I-DLE,Allergy,Cube Entertainment,32,11,28913,Corée du Sud 
182,spotify:track:18x0Z8JUwLA2LhgsIHbNy3,DAY6,Time of Our Life -Japanese ver.- - Japanese ver.,WM Japan,109,36,28897,Corée du Sud 
183,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,Republic Records,30,115,28666,Corée du Sud 
184,spotify:track:7njDhlprmHJ1I9pM0rxMON,FIFTY FIFTY Kaliii,Barbie Dreams (feat. Kaliii) [From Barbie The Album],Atlantic Records,170,3,28606,Corée du Sud 
185,spotify:track:7Ki0hse0IfXEcXUlpyECbJ,BTS,Blue & Grey,BIGHIT MUSIC,4,67,28292,Corée du Sud 
186,spotify:track:0EcQcdcbQeVJn9fknj44Be,Lauv,I Like Me Better,Lauv,31,100,28264,Corée du Sud 
187,spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,IVE,ELEVEN,STARSHIP Entertainment,1,86,28100,Corée du Sud 
188,spotify:track:1Q6lzzQHM5dvtTCwcfeKDy,KANGDANIEL,PARANOIA,KONNECT Ent.,49,12,28084,Corée du Sud 
189,spotify:track:5VxmI3IdgAxWVvUnJoLuY2,Charli XCX,Speed Drive (From Barbie The Album),Atlantic Records,189,1,27732,Corée du Sud 
190,spotify:track:29j6SXQOmfSbiemMriO25W,H1-KEY,Rose Blossom,GLG,85,13,27640,Corée du Sud 
191,spotify:track:0NoeYUnwpb9R26mpylHcR9,KISS OF LIFE,Sugarcoat (NATTY Solo),S2 ENTERTAINMENT INC.,189,3,27185,Corée du Sud 
192,spotify:track:6z1kLsntE7FuzKZHZWrXYN,DEAN,instagram,Universal Music Ltd.,70,102,27174,Corée du Sud 
193,spotify:track:1omcLGGewAHTVBfL2DtT3C,Lim Young Woong,Two fists,TV CHOSUN ShowPlay,128,17,27142,Corée du Sud 
194,spotify:track:0Tc5rJmMphUeuOp1mTUPAu,Beenzino oygli,Coca Cola Red (Feat. oygli),BANA,58,4,26742,Corée du Sud 
195,spotify:track:2VV1RIhTgeJ4PEMYz6TqDB,SHINee,HARD,SM Entertainment,83,5,26709,Corée du Sud 
196,spotify:track:5oaQsszgxYAdABuXoWEOUe,Jimin,Christmas Love,BIGHIT MUSIC,19,21,26547,Corée du Sud 
197,spotify:track:5rurggqwwudn9clMdcchxT,Metro Boomin Swae Lee NAV A Boogie Wit da Hoodie,Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee NAV feat. A Boogie Wit da Hoodie),Republic Records,57,8,26524,Corée du Sud 
198,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,Top Dawg Entertainment/RCA Records,103,26,26448,Corée du Sud 
199,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,6,39,26448,Corée du Sud 
200,spotify:track:25MHcbjvSdcfTiFgbKJiZF,BTS,Inner Child,BIGHIT MUSIC,75,30,26334,Corée du Sud 
1,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,Quevedo,Columbia,Quevedo,1,3,8943257,Espagne
2,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,WEA Latina,1,6,7227709,Espagne
3,spotify:track:1Hs1uUl8o2VtDp1DABFq0O,LIT killah Tiago PZK Maria Becerra Duki Emilia Rusherking Big One FMK,Los del Espacio,WEA Latina,3,8,4233836,Espagne
4,spotify:track:21N77gfWYoQDvrLvaeiQgi,Rauw Alejandro Bizarrap,BABY HELLO,Sony Music Latin/Duars Entertainment,2,5,4214620,Espagne
5,spotify:track:5iilNoD56jD3FJ3bM9tMP0,Omar Montes Saiko Tunvao,Arena y Sal,Sony Music Latin,5,10,4090395,Espagne
6,spotify:track:0EhuGnOS6fTc5l5UNtDEH2,Saiko Quevedo Feid Mora,POLARIS - Remix,2023 Rimas Entertainment LLC.,1,7,3779148,Espagne
7,spotify:track:1MB8kTH7VKvAMfL9SHgJmG,Sebastian Yatra Manuel Turizo Beéle,VAGABUNDO,UMLE - Latino,3,11,3549176,Espagne
8,spotify:track:7ro0hRteUMfnOioTFI5TG1,Bad Bunny,WHERE SHE GOES,Rimas Entertainment LLC,1,10,3147900,Espagne
9,spotify:track:5uxIvoAHL2QOnRP2olOxzb,Sech Mora Saiko,Cafe Malibú,Rich Music,9,1,2997425,Espagne
10,spotify:track:4PA1wK0leCjmRZlP5dQ8Lv,Sky Rompiendo Feid Myke Towers,El Cielo,Sony Music Latin,3,8,2991844,Espagne
11,spotify:track:51FvjPEGKq2zByeeEQ43V9,Marshmello Manuel Turizo,El Merengue,Sony Music Latin,4,21,2978242,Espagne
12,spotify:track:26V1bLUk0SBYkLEwl4caPR,Chanel Abraham Mateo,Clavaito,Sony Music Entertainment,6,13,2976076,Espagne
13,spotify:track:3kmWIej9tXjSWWYc9tPjJk,Maluma,COCO LOCO,Sony Music Latin,13,7,2783138,Espagne
14,spotify:track:4rKQ8daoK0aklVptea8A9E,Lola Indigo Quevedo,EL TONTO,Universal Music Spain S.L.,1,15,2716260,Espagne
15,spotify:track:2NFadq6pUeiVEihLvUlOSr,Bizarrap Rauw Alejandro,Rauw Alejandro: Bzrp Music Sessions Vol. 56,DALE PLAY Records,1,6,2710515,Espagne
16,spotify:track:0zY2rypOdM8xmsf4tUyafF,Saiko,Supernova,2023 SAIKO,1,15,2646507,Espagne
17,spotify:track:20CozgjF6bshBw8cLhN23B,Vicco,Nochentera,Sony Music Entertainment,9,25,2558101,Espagne
18,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,Feid Young Miko,CLASSY 101,UMLE - Latino,4,17,2457342,Espagne
19,spotify:track:2iIBpwP4FyQ95xgVail3yr,Emilia LUDMILLA ZECCA,No_se_ve.mp3,2023 WK Records,18,11,2390532,Espagne
20,spotify:track:609E1JCInJncactoMmkDon,ROSALÍA Rauw Alejandro,BESO,Columbia Records/Duars Entertainment/Sony Music Latin,1,18,2345672,Espagne
21,spotify:track:0Sfn2TYbpQtCGMBf6C0Y6T,Quevedo Myke Towers,PLAYA DEL INGLÉS,Quevedo,2,33,2261582,Espagne
22,spotify:track:5L3ecxQnQ9qTBmnLQiwf0C,Travis Scott Bad Bunny The Weeknd,K-POP,Cactus Jack/Epic,22,1,2055470,Espagne
23,spotify:track:3oNnzH6hmqIGIhJ1NcHlrh,Maria Becerra,CORAZÓN VACÍO,WEA Latina,21,5,1986148,Espagne
24,spotify:track:1FhRIZtz1d4qLVe4928exT,Aitana,LAS BABYS,Universal Music Spain S.L.,7,8,1974849,Espagne
25,spotify:track:0Iozrbed8spxoBnmtBMshO,Quevedo,WANDA,Quevedo,5,27,1973083,Espagne
26,spotify:track:0PB0O24JqAuNdOAFVJljMS,Eladio Carrion Bad Bunny,Coco Chanel,Rimas Entertainment LLC,2,19,1965524,Espagne
27,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,1,61,1910831,Espagne
28,spotify:track:7MVIfkyzuUmQ716j8U7yGR,Taiu Milo j,Rara Vez,Universal Music Argentina S.A.,5,23,1897952,Espagne
29,spotify:track:4FAKtPVycI4DxoOHC01YqD,Yandel Feid,Yandel 150,La Leyenda LLC,1,31,1864732,Espagne
30,spotify:track:3qXZqXGniqNt3PK2CBSZgM,Eladio Carrion Myke Towers,Si La Calle Llama - Remix,Rimas Entertainment LLC,7,19,1791354,Espagne
31,spotify:track:4rQu72zFJz3qne1bnEkVSt,Álvaro De Luna,Todo Contigo,WM Spain,13,19,1780868,Espagne
32,spotify:track:7EpOXgSRgnglRWr86pZfGU,KAROL G,S91,Bichota/Interscope Records,32,2,1722881,Espagne
33,spotify:track:6qUfKsUPGERMdhOwPIqhsS,Bad Gyal Myke Towers,Mi Lova,Universal Music Latino/Interscope,21,3,1669422,Espagne
34,spotify:track:3qQbCzHBycnDpGskqOWY0E,Eslabon Armado Peso Pluma,Ella Baila Sola,DEL Records,9,15,1658054,Espagne
35,spotify:track:2UW7JaomAMuX9pZrjVpHAU,Yng Lvcas Peso Pluma,La Bebe - Remix,WM Mexico,12,18,1656399,Espagne
36,spotify:track:1DxEbt6OSbrkRthk6pjZue,LiL CaKe Migrantes Nico Valdi,MERCHO,Sony Music Argentina,3,27,1630526,Espagne
37,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,Bizarrap Quevedo,Quevedo: Bzrp Music Sessions Vol. 52,DALE PLAY Records,1,56,1620759,Espagne
38,spotify:track:7lrMkztvl0MnRSB2i3KRRe,Aitana,Los Ángeles,Universal Music Spain S.L.,3,18,1574372,Espagne
39,spotify:track:4WiQA1AGWHFvaxBU6bHghs,Quevedo,PUNTO G,Quevedo,1,38,1551238,Espagne
40,spotify:track:4eMKD8MRroxCqugpsxCCNb,Tainy Bad Bunny,MOJABI GHOST,NEON16 LLC,11,4,1551129,Espagne
41,spotify:track:4aJzxp3gimtAdgJn3DL776,Jhayco Quevedo,Mami Chula,N&E Entertainment LLC,4,13,1541312,Espagne
42,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,KAROL G Shakira,TQG,Universal Music Latino,1,22,1532557,Espagne
43,spotify:track:04ndZkbKGthTgYSv3xS7en,TINI,Cupido,5020 Records,8,23,1529138,Espagne
44,spotify:track:3Gs7mVfWKl567mjozgxmXv,Feid Sean Paul,Niña Bonita,UMLE - Latino,15,14,1494464,Espagne
45,spotify:track:1zsPaEkglFvxjAhrM8yhpr,Ozuna Feid,Hey Mor,Aura Music Corp.,3,42,1473887,Espagne
46,spotify:track:55Q180Og5mkW2XeGPjB7yn,Morad Jul,Se Grita,M.D.L.R,46,7,1341389,Espagne
47,spotify:track:1fcOwu14PSWy2JJhpGIOoL,Rels B,Un Rodeoooo,DALE PLAY Records / Flakk Team,47,2,1292722,Espagne
48,spotify:track:2iVgM5C7m1G4CJGbms301G,Shakira Manuel Turizo,Copa Vacía,Sony Music Latin,20,4,1239420,Espagne
49,spotify:track:5jt25aFjW2kNoBqaEVaz5W,Mora Feid,LA INOCENTE,Rimas Entertainment LLC,7,69,1209397,Espagne
50,spotify:track:5q86iSKkBtOoNkdgEDY5WV,Quevedo,VISTA AL MAR,Quevedo,2,46,1185298,Espagne
51,spotify:track:6IdcyYfBz9LG3SWIKVyNgh,Becky G Omega,Arranca (feat. Omega),Kemosabe Records/RCA Records,27,20,1167789,Espagne
52,spotify:track:3gtZLsncEuG3gNO4Qswhuf,Rels B,Solita y SueltAAA,DALE PLAY Records / Flakk Team,52,1,1165297,Espagne
53,spotify:track:7bfFmlLJ1LKr2E3AUsvq5P,Rvfv Edu García,Antes,NASTU MUSIC,17,20,1093435,Espagne
54,spotify:track:53tfEupEzQRtVFOeZvk7xq,ROSALÍA,DESPECHÁ,Columbia,1,53,1092056,Espagne
55,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,Bizarrap Shakira,Shakira: Bzrp Music Sessions Vol. 53,DALE PLAY Records,1,29,981364,Espagne
56,spotify:track:36W1V6ft4fX7HQVSdIYL0J,Aissa Saiko JC Reyes Nickzzy El Bobe Juseph GIO,Las Bratz (Remix),Aissa el Aslani Erra,27,20,967005,Espagne
57,spotify:track:2hLXUbsOU9cDb9RFva9FYr,Mora Jhayco,MEMORIAS,Rimas Entertainment LLC,6,69,940300,Espagne
58,spotify:track:3pjvkWO9fqiRRBE1tDLu3S,Quevedo Ovy On The Drums,SIN SEÑAL,Quevedo,4,53,938581,Espagne
59,spotify:track:7txjUEY6McJDJKqIo1Rxjp,Shakira,Acróstico,Sony Music Latin,2,11,910180,Espagne
60,spotify:track:5AAb8GlTnCwkhBTJxw6F90,Duki KHEA Bizarrap,Remember Me,DALE PLAY Records / SSJ Records,46,2,908702,Espagne
61,spotify:track:505v13epFXodT9fVAJ6h8k,KAROL G,AMARGURA,Universal Music Latino,39,15,897012,Espagne
62,spotify:track:2hRbzHXrvjPj8GssfHKCDM,JC Reyes Pedro Calderon,PIRIBIRI,JC Reyes,62,3,895012,Espagne
63,spotify:track:2lmWwBLVJ2P0HX491zkYws,Eladio Carrion,Mbappe,Rimas Entertainment LLC,9,36,877453,Espagne
64,spotify:track:4PMi46eDFyLmHKKtVTrDGb,Milo j,Rincón,DALE PLAY Records,58,3,867788,Espagne
65,spotify:track:1HII0EIufOG0nGpWCQixbO,ROSALÍA,TUYA,Columbia,11,7,867131,Espagne
66,spotify:track:1LiN0Z98FkR1t0m8KmLcAH,Anuel AA Haze,Amanece,House of Haze,6,84,863160,Espagne
67,spotify:track:1F205Nl2feOSYSztLNOJAL,Eladio Carrion Brytiago,3 Am,Rimas Entertainment LLC,67,50,861114,Espagne
68,spotify:track:7kyLtcgYgQPrXkxtAb72iY,Rauw Alejandro Miguel Bosé,SI TE PEGAS,Sony Music Latin/Duars Entertainment,44,3,854670,Espagne
69,spotify:track:2CeKVsFFXG4QzA415QygGb,Feid,Feliz Cumpleaños Ferxxo,UMLE - Latino,10,49,847680,Espagne
70,spotify:track:2mnXxnrX5vCGolNkaFvVeM,Arcángel Bad Bunny,La Jumpa,Rimas Entertainment LLC.,1,35,843210,Espagne
71,spotify:track:18W8cuvcub2B9NQzm5rZxf,JC Reyes Pedro Calderon,A 300,JC Reyes,71,10,837792,Espagne
72,spotify:track:0J9g1MMJDhyvOb3NWckHMm,Bad Gyal Tokischa Young Miko,Chulo pt.2,Universal Music Latino/Interscope,24,5,835019,Espagne
73,spotify:track:5NhLA2P7AiV3cloVmwtwLS,Tainy Arcángel Jhayco Myke Towers Omar Courtz Arca,PASIEMPRE,NEON16 LLC,26,4,827610,Espagne
74,spotify:track:3k3NWokhRRkEPhCzPmV8TW,Bad Bunny Bomba Estéreo,Ojitos Lindos,Rimas Entertainment LLC,2,64,803169,Espagne
75,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,3,28,769301,Espagne
76,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,Bizarrap Peso Pluma,Peso Pluma: Bzrp Music Sessions Vol. 55,DALE PLAY Records,2,9,758869,Espagne
77,spotify:track:6ylDpki1VpIsc525KC1ojF,Sebastian Yatra,Tacones Rojos,UMLE - Latino,3,92,750241,Espagne
78,spotify:track:0T2pB7P1VdXPhLdQZ488uH,Feid,Normal,UMLE - Latino,18,55,749629,Espagne
79,spotify:track:0CYTGMBYkwUxrj1MWDLrC5,Feid,CHORRITO PA LAS ANIMAS,UMLE - Latino,17,34,745745,Espagne
80,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,80,3,720436,Espagne
81,spotify:track:4jhHaLksdP8DJZzxYAjOSz,Eladio Carrion Bad Bunny,Kemba Walker,Rimas Entertainment LLC,66,84,715180,Espagne
82,spotify:track:5R2hNuiiwnKVAUNktF9j2Y,sangiovanni Aitana,mariposas,Universal Music Italia srL. (Sugar),12,60,709530,Espagne
83,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,Bad Bunny Chencho Corleone,Me Porto Bonito,Rimas Entertainment LLC,2,64,707840,Espagne
84,spotify:track:6OzUIp8KjuwxJnCWkXp1uL,Wisin & Yandel ROSALÍA,Besos Moja2,Sony Music Latin,6,43,700025,Espagne
85,spotify:track:06s3QtMJVXw1AJX3UfvZG1,Anuel AA Bad Bunny,Hasta Que Dios Diga,2020 Real Hasta La Muerte LLC,2,82,675290,Espagne
86,spotify:track:70JnnNNAxPjvZGPwjJfX47,La La Love You Axolotes Mexicanos,El Fin del Mundo,Subterfuge Records,38,159,672611,Espagne
87,spotify:track:0TkIQ2I48rz4kpk1XpfyHq,Rvfv Rels B,Mi Luz (ft. Rels B),NASTU MUSIC,9,78,671591,Espagne
88,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,Grupo Frontera Bad Bunny,un x100to,Rimas Entertainment LLC.,13,15,667751,Espagne
89,spotify:track:3fjN3y5x4hN53rykAN2LHQ,Rels B,cómo dormiste?,DALE PLAY Records / Flakk Team,8,51,665715,Espagne
90,spotify:track:2o6pi3nx1UAYxuBccabCMQ,Pedro Capó,La Fiesta,Sony Music Latin,36,12,663683,Espagne
91,spotify:track:7x9aauaA9cu6tyfpHnqDLo,Jung Kook Latto,Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,80,2,658702,Espagne
92,spotify:track:5TMLavqGRKNxgzMBrVpC9R,zzoilo Aitana,Mon Amour - Remix,Universal Music Spain S.L.,1,102,658439,Espagne
93,spotify:track:6VAS7m73rDopQe7BdrFMpD,Bizarrap Tiago PZK,Tiago PZK: Bzrp Music Sessions Vol. 48,DALE PLAY Records,1,83,649959,Espagne
94,spotify:track:6r0TaoZh1Oc1KkuL4rC1kB,Nicki Nicole Milo j,DISPARA ***,Sony Music Latin/DALE PLAY Records,63,9,648113,Espagne
95,spotify:track:6ifUES3keWjwXgae8pXI3o,Danny Ocean,Me Rehúso,Atlantic Records,2,260,645831,Espagne
96,spotify:track:3HqcNJdZ2seoGxhn0wVNDK,KAROL G,PROVENZA,Universal Music Latino,6,66,641632,Espagne
97,spotify:track:6k5wiT5l9DK8iZmhvEvoqo,Brray Jhayco Ryan Castro,Corazón Roto - Remix,UMLE - Latino,85,15,638665,Espagne
98,spotify:track:3vKYvbzB7801a5qd47pxkm,Mora Quevedo,APA,Rimas Entertainment LLC,1,38,635344,Espagne
99,spotify:track:3nfICwo20uiFdEGzgNUSrG,Aitana Nicki Nicole,Formentera,Universal Music Spain S.L.,2,86,619603,Espagne
100,spotify:track:7dT6ccDqmMHvz5C0d8iUND,Abraham Mateo Ana Mena,Quiero Decirte,Sony Music Entertainment,42,60,617307,Espagne
101,spotify:track:6otePxalBK8AVa20xhZYVQ,KAROL G,MIENTRAS ME CURO DEL CORA,Universal Music Latino,25,22,607719,Espagne
102,spotify:track:559YUIWxUc8Mx4lsla13Ff,Mora YOVNGCHIMI,MODELITO,Rimas Entertainment LLC,21,28,605549,Espagne
103,spotify:track:1wqQks7huD10fXqgXd3qGR,Prok JC Reyes,Brigantes,Prok,103,5,596835,Espagne
104,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,9,69,588230,Espagne
105,spotify:track:2oW52tBeJNSv93Ct5AJb8q,Sebastian Yatra,Una Noche Sin Pensar,UMLE - Latino,69,23,588046,Espagne
106,spotify:track:5aY2pfyGLxBpuI4TruqmQx,Ana Mena Belinda,LAS 12,Sony Music Entertainment,14,58,583355,Espagne
107,spotify:track:0INArSC37ezsIj4b2G3S1L,NATHY PELUSO,SALVAJE,Sony Music Entertainment,88,2,578904,Espagne
108,spotify:track:4jY5SnGbpH6FdGCqVbhOD4,Yandar & Yostin Andy Rivera,Te Pintaron Pajaritos,Yandar & Yostin,108,11,566968,Espagne
109,spotify:track:3KZCP2StVGdWkOKyRZNWA4,Plan B,Es un Secreto,Pina Records,109,8,565899,Espagne
110,spotify:track:2zUEnw6wWrWaPcF15F76OA,Haze Jhayco,En To Lao,House of Haze,49,7,564431,Espagne
111,spotify:track:1VauUM5CBX7nkLcgafQL2B,Bizarrap Eladio Carrion,Eladio Carrion: Bzrp Music Sessions Vol. 40,DALE PLAY Records,12,100,557205,Espagne
112,spotify:track:28BSTgZH1ckI8Xfy8LXaRz,Yandel Feid Daddy Yankee,Yankee 150,La Leyenda LLC,57,6,556799,Espagne
113,spotify:track:1ZkIxbmM3ZUhn2OayBdwe5,Raul Clyde Saiko,Tuenti - Remix,Raul Clyde x Saiko,74,22,555141,Espagne
114,spotify:track:4OwhwvKESFtuu06dTgct7i,Marc Seguí Rauw Alejandro Pol Granch,Tiroteo - Remix,WEA Latina,7,113,551483,Espagne
115,spotify:track:2rurDawMfoKP4uHyb2kJBt,Shakira Rauw Alejandro,Te Felicito,Sony Music Latin,5,66,539861,Espagne
116,spotify:track:2whW1Q8KTOODkGDakLZa6V,Jay Wheeler Dei V Hades66 Luar La L,Pacto (feat. Luar La L),Linked Music / Dynamic Records / EMPIRE,41,13,538584,Espagne
117,spotify:track:5qP24CrDI0rmY5zwRvUfzU,Quevedo,AHORA QUÉ,Quevedo,2,27,538187,Espagne
118,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,Rauw Alejandro Chencho Corleone,Desesperados,Sony Music Latin/Duars Entertainment,1,85,534622,Espagne
119,spotify:track:13Z5Q40pa1Ly7aQk1oW8Ce,Nicky Jam Feid,69,Sony Music Latin,30,10,530904,Espagne
120,spotify:track:1A9PKAFEHMWgXNLpgf7k4J,Myke Towers,Piensan,2020 One World Music & Casablanca Records | Powered by GLAD Empire LL,29,55,530628,Espagne
121,spotify:track:6ebo7CQn4ILLGvXRmXHhQz,TINI Maria Becerra,Miénteme,5020 Records,3,117,530467,Espagne
122,spotify:track:1sGknF0rpOXOCEeVc93WMR,Abraham Mateo,Maníaca,Sony Music Entertainment,122,6,525788,Espagne
123,spotify:track:4GNMcZiHw1D65tLATm09rK,Maikel Delacalle Quevedo,Mi Nena Remix,Virgi Music Spain,7,18,524953,Espagne
124,spotify:track:0FirgnvrpCkkhdaq64Gfen,Quevedo,YANKEE,Quevedo,8,27,522749,Espagne
125,spotify:track:3hQARI8XG01UawaCalyfjK,Morad,No Estuviste En Lo Malo,M.D.L.R,49,11,522009,Espagne
126,spotify:track:6G12ZafqofSq7YtrMqUm76,Shakira Ozuna,Monotonía,Sony Music Latin,4,41,521126,Espagne
127,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Rimas Entertainment LLC,1,64,519635,Espagne
128,spotify:track:3eqCJfgJJs8iKx49KO12s3,Feid,REMIX EXCLUSIVO,UMLE - Latino,15,19,517239,Espagne
129,spotify:track:2LgxW2t2H6lAf7tJuOnxxj,Duki,Antes de Perderte,DALE PLAY Records / SSJ Records,20,60,515448,Espagne
130,spotify:track:5FWQLEX0lavdxiWGBNkBQ4,Tiago PZK TINI,Me Enteré,WEA Latina,75,9,509037,Espagne
131,spotify:track:0tu5F0rmLZYIdUMEvfRXAo,Álvaro De Luna,Juramento eterno de sal,WM Spain,17,114,508283,Espagne
132,spotify:track:2mlccfOj0SdzAoOQRca7vn,Marta Santos,Algo Sencillito,Virgin Music Spain,132,8,506876,Espagne
133,spotify:track:0fLOPPoyIaPTe8dm2Mrft3,Anuel AA,Tú No Lo Amas,2018 Real Hasta La Muerte Inc.,77,29,505464,Espagne
134,spotify:track:1sbNEFiURUYfy024cJX8JG,Feid,Ferxxo 100,UMLE - Latino,65,60,504734,Espagne
135,spotify:track:3rdAz1fbUfZxYgaCviYhRo,Rauw Alejandro,Todo De Ti,Sony Music Latin/Duars Entertainment,1,114,500160,Espagne
136,spotify:track:03a359wbiUsjN9h6yzXvmS,Duki KHEA,She Don't Give a Fo,DALE PLAY Records,15,168,498094,Espagne
137,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,Jay Wheeler DJ Nelson Myke Towers,La Curiosidad,Linked Music / Dynamic Records / EMPIRE,2,152,496537,Espagne
138,spotify:track:63lpWMzGpcjpN9DGoDbl7W,Rvfv,Que te vaya bien,NASTU MUSIC,20,14,493855,Espagne
139,spotify:track:3R8XAtUiwnjePpeJ6SghO6,Trueno Beny Jr,DUBAI,2023 Sur Capital Records (por Tierra Agencia),51,9,492666,Espagne
140,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,140,1,490775,Espagne
141,spotify:track:3k79jB4aGmMDUQzEwa46Rz,Olivia Rodrigo,vampire,Olivia Rodrigo PS,63,4,489806,Espagne
142,spotify:track:41oY4WCTj5kccfesTVFnvN,Bad Bunny Jhayco,Tarot,Rimas Entertainment LLC,2,64,486903,Espagne
143,spotify:track:16dUQ4quIHDe4ZZ0wF1EMN,KAROL G Ovy On The Drums,CAIRO,Universal Music Latino,18,37,486627,Espagne
144,spotify:track:3BKD1PwArikchz2Zrlp1qi,David Guetta Anne-Marie Coi Leray,Baby Don't Hurt Me,Parlophone UK,139,7,486273,Espagne
145,spotify:track:3XjvMZqm2AQ8thMCD6w9w2,Anuel AA Mambo Kingz DJ Luian,Mas Rica Que Ayer,Real Hasta La Muerte LLC & Hear This Music LLC,16,21,484809,Espagne
146,spotify:track:0eVborSuxUeSg0meWYd9dZ,Fito y Fitipaldis,Soldadito marinero,DRO/EastWest Spain,120,268,483440,Espagne
147,spotify:track:6768f4xbHQBpJo5lvFVNvs,Myke Towers,La Playa,2020 One World Music & Casablanca Records | Powered by GLAD Empire LL,2,52,479533,Espagne
148,spotify:track:2hn2zOA2XFlv6DSmesylrL,Ryan Castro Peso Pluma SOG,QUEMA,Sony Music Latin,148,1,478847,Espagne
